gerne,title,author,price,star,review,star_line
판타지,엔더의 게임,오슨 스콧 카드 저                                                                          ,14400.0,6.3,9,0.0
판타지,달빛 조각사 34,남희성 저                                                                          ,7200.0,8.0,10,0.0
판타지,달빛 조각사 33,남희성 저                                                                          ,7200.0,7.9,2,0.0
판타지,전나무와 매,전민희 저                                                                          ,11520.0,8.0,7,0.0
판타지,달빛 조각사 28,남희성 저                                                                          ,7200.0,8.0,1,0.0
판타지,달빛 조각사 23,남희성 저                                                                          ,7200.0,8.4,1,0.0
판타지,달빛 조각사 17,남희성 저                                                                          ,7200.0,8.1,24,0.0
판타지,달빛 조각사 16,남희성 저                                                                          ,7200.0,8.0,8,0.0
판타지,달위니 호텔,박설미 저                                                                          ,13500.0,9.0,1,1.0
판타지,룬의 아이들 - 데모닉 5,전민희 저                                                                          ,13050.0,8.0,3,0.0
판타지,타라 덩컨 12 (하),소피 오두인 마미코니안 저                                                                          ,8100.0,9.6,3,1.0
판타지,디아블로 : 티리엘의 기록,블리자드 엔터테인먼트 저                                                                          ,26820.0,9.0,9,1.0
판타지,어게인 마이 라이프 3,이해날 저                                                                          ,22500.0,7.8,3,0.0
판타지,신들의 전쟁 (상),닐 게이먼 저/장용준 역                                                                          ,12420.0,6.6,4,0.0
판타지,달빛 조각사 49,남희성 저                                                                          ,7200.0,6.0,3,0.0
판타지,반월당의 기묘한 이야기 3,정연 저 / 녹시 그림                                                                          ,9000.0,8.1,5,0.0
판타지,묵향 29,전동조 저                                                                          ,8100.0,9.2,8,1.0
판타지,묵향 28,전동조 저                                                                          ,8100.0,9.3,12,1.0
판타지,달빛 조각사 24,남희성 저                                                                          ,7200.0,9.2,16,1.0
판타지,이탄 34,쥬논 저                                                                          ,7200.0,8.0,5,0.0
판타지,달빛 조각사 35,남희성 저                                                                          ,7200.0,9.1,1,1.0
판타지,달빛 조각사 27,남희성 저                                                                          ,7200.0,6.0,13,0.0
판타지,오즈의 마법사 3 오즈의 오즈마 공주,L. 프랭크 바움 저/최인자 역                                                                          ,9450.0,9.2,1,1.0
판타지,"네가 죽는 미래가 온다면, 몇 번이고",카야노 미유 저/고나현 역                                                                          ,9900.0,10.0,41,1.0
판타지,어게인 마이 라이프 2,이해날 저                                                                          ,22500.0,8.0,1,0.0
판타지,로도스도 전기 25주년 기념 개정·신장판 1,미즈노 료 저/한주노 역                                                                          ,13500.0,8.6,2,0.0
판타지,달빛 조각사 51,남희성 저                                                                          ,7200.0,10.0,3,1.0
판타지,정령왕 엘퀴네스 개정판 12,이환 저                                                                          ,13500.0,10.0,1,1.0
판타지,달빛 조각사 50,남희성 저                                                                          ,7200.0,10.0,1,1.0
판타지,타라 덩컨 12 (상),소피 오두인 마미코니안 저                                                                          ,8100.0,9.5,1,1.0
판타지,달빛 조각사 36,남희성 저                                                                          ,7200.0,10.0,73,1.0
판타지,묵향 16,전동조 저                                                                          ,8100.0,9.0,2,1.0
판타지,묵향 20,전동조 저                                                                          ,8100.0,8.3,2,0.0
판타지,중증외상센터 : 골든 아워 2,이낙준(한산이가) 저                                                                          ,13500.0,9.6,9,1.0
판타지,군림천하 35,용대운 저                                                                          ,8100.0,9.2,77,1.0
판타지,정령왕 엘퀴네스 개정판 13,이환 저                                                                          ,13500.0,9.0,8,1.0
판타지,달빛 조각사 18,남희성 저                                                                          ,7200.0,9.1,3,1.0
판타지,로도스도 전기 25주년 기념 개정·신장판 2,미즈노 료 저/한주노 역                                                                          ,13500.0,10.0,14,1.0
판타지,"부적 1,2 세트","스티븐 킹,피터 스트라우브 저/김순희 역                                                                          ",24300.0,9.0,2,1.0
판타지,장씨세가 호위무사 제5막 세트,조형근 저                                                                          ,22800.0,9.0,3,1.0
판타지,달빛 조각사 26,남희성 저                                                                          ,7200.0,8.2,8,0.0
판타지,천축열풍록,다나카 요시키 저/천선필 역                                                                          ,12420.0,6.6,6,0.0
판타지,디즈니 엔칸토 소설,앤절라 세르반테스 저/안세라 역                                                                          ,12420.0,10.0,16,1.0
판타지,그레이브야드 북,닐 게이먼 저/황윤영 역                                                                          ,14720.0,9.6,1,1.0
판타지,도해 전차,오나미 아츠시 저                                                                          ,11700.0,10.0,1,1.0
판타지,달빛 조각사 19,남희성 저                                                                          ,7200.0,8.0,4,0.0
판타지,해리 포터와 마법사의 돌 : 기숙사 에디션 - 슬리데린 1,J.K. 롤링 저/강동혁 역                                                                          ,10800.0,10.0,2,1.0
판타지,달빛 조각사 30,남희성 저                                                                          ,7200.0,10.0,1,1.0
판타지,달빛 조각사 25,남희성 저                                                                          ,7200.0,8.0,1,0.0
판타지,로도스도 전기 25주년 기념 개정·신장판 4,미즈노 료 저/한주노 역                                                                          ,13500.0,8.6,4,0.0
판타지,달빛 조각사 40,남희성 저                                                                          ,7200.0,10.0,7,1.0
판타지,달빛 조각사 39,남희성 저                                                                          ,7200.0,8.0,2,0.0
판타지,달빛 조각사 21,남희성 저                                                                          ,7200.0,10.0,1,1.0
판타지,달빛 조각사 20,남희성 저                                                                          ,7200.0,9.1,28,1.0
판타지,이탄 35,쥬논 저                                                                          ,7200.0,9.6,17,1.0
판타지,월드 오브 워크래프트 : 깨어나는 어둠,매들린 루 저/유미지 역                                                                          ,14220.0,9.6,4,1.0
판타지,수의 여왕,가와조에 아이 저/김정환 역                                                                          ,11700.0,8.0,1,0.0
판타지,달빛 조각사 48,남희성 저                                                                          ,7200.0,10.0,1,1.0
판타지,꿈꾸는 책들의 미로,발터 뫼어스 저/전은경 역                                                                          ,15120.0,9.0,2,1.0
판타지,달빛 조각사 29,남희성 저                                                                          ,7200.0,10.0,1,1.0
판타지,묵향 19,전동조 저                                                                          ,8100.0,8.9,22,0.0
판타지,스타크래프트 고스트 : 노바,"키스 R. A. 디캔디도,블리자드 엔터테인먼트 저/유미지 역                                                                          ",13320.0,9.5,2,1.0
판타지,위키드 2,그레고리 머과이어 저/송은주 역                                                                          ,9900.0,9.6,11,1.0
판타지,타라 덩컨 2 (상),소피 오두인 마미코니안 저                                                                          ,8100.0,8.0,2,0.0
판타지,스캔다르와 유니콘 도둑,A. F 스테드먼 저/이세진 역                                                                          ,13050.0,9.6,28,1.0
판타지,하현,이희준 저                                                                          ,13050.0,10.0,4,1.0
판타지,천둥의 계절,쓰네카와 고타로 저/이규원 역                                                                          ,13500.0,9.0,5,1.0
판타지,월드 오브 워크래프트 : 어둠의 문 너머,"크리스티 골든,에런 로젠버그 저/유정우 역                                                                          ",14220.0,9.0,4,1.0
판타지,달빛 조각사 22,남희성 저                                                                          ,7200.0,8.0,1,0.0
판타지,묵향 22,전동조 저                                                                          ,8100.0,9.3,13,1.0
판타지,로도스도 전기 25주년 기념 개정·신장판 6,미즈노 료 저/한주노 역                                                                          ,13500.0,10.0,2,1.0
판타지,로도스도 전기 25주년 기념 개정·신장판 3,미즈노 료 저/한주노 역                                                                          ,13500.0,8.4,13,0.0
판타지,정령왕 엘퀴네스 개정판 5,이환 저                                                                          ,13500.0,10.0,2,1.0
판타지,인서전트,베로니카 로스 저/이수현 역                                                                          ,12600.0,8.8,35,0.0
판타지,달빛 조각사 42,남희성 저                                                                          ,7200.0,8.6,13,0.0
판타지,묵향 17,전동조 저                                                                          ,8100.0,9.3,7,1.0
판타지,묵향 18,전동조 저                                                                          ,8100.0,8.0,2,0.0
판타지,로도스도 전기 25주년 기념 개정·신장판 5,미즈노 료 저/한주노 역                                                                          ,13500.0,10.0,2,1.0
판타지,월드 오브 워크래프트 아서스 Arthas,"크리스티 골든,블리자드 엔터테인먼트 저                                                                          ",13320.0,6.3,4,0.0
판타지,도해 근접무기,오나미 아츠시 저                                                                          ,11700.0,8.5,19,0.0
판타지,도해 악마학,쿠사노 타쿠미 저                                                                          ,14220.0,8.0,4,0.0
판타지,로도스도 전기 25주년 기념 개정·신장판 7,미즈노 료 저/한주노 역                                                                          ,13500.0,8.6,4,0.0
판타지,달빛 조각사 47,남희성 저                                                                          ,7200.0,9.6,4,1.0
판타지,달빛 조각사 46,남희성 저                                                                          ,7200.0,5.4,3,0.0
판타지,신들의 전쟁 (하),닐 게이먼 저/장용준 역                                                                          ,12420.0,8.9,38,0.0
판타지,룬의 아이들 - 데모닉 8,전민희 저                                                                          ,12600.0,7.9,40,0.0
판타지,정령왕 엘퀴네스 개정판 7,이환 저                                                                          ,13500.0,10.0,1,1.0
판타지,달빛 조각사 38,남희성 저                                                                          ,7200.0,8.8,14,0.0
판타지,정령왕 엘퀴네스 개정판 6,이환 저                                                                          ,13500.0,9.3,3,1.0
판타지,묵향 26,전동조 저                                                                          ,8100.0,9.0,2,1.0
판타지,묵향 25,전동조 저                                                                          ,8100.0,9.5,40,1.0
판타지,황금나침반 1부,필립 풀먼 저/이창식 역                                                                          ,10800.0,8.4,6,0.0
판타지,비밀의 도서관,랄프 이자우 저                                                                          ,16200.0,9.6,6,1.0
판타지,단비 이용원,최현규 저                                                                          ,11700.0,8.6,4,0.0
판타지,정령왕 엘퀴네스 개정판 8,이환 저                                                                          ,13500.0,9.2,6,1.0
판타지,타라 덩컨 11 (상),소피 오두인 마미코니안 저                                                                          ,8100.0,8.9,16,0.0
판타지,검은 늑대 14,K.석우 저                                                                          ,7200.0,9.6,10,1.0
판타지,달빛 조각사 45,남희성 저                                                                          ,7200.0,10.0,1,1.0
판타지,달빛 조각사 43,남희성 저                                                                          ,7200.0,10.0,2,1.0
판타지,하트리스,마리사 마이어 저/김지선 역                                                                          ,14220.0,8.6,4,0.0
판타지,서부 해안 연대기,어슐러 K. 르 귄 저/이수현 역                                                                          ,28800.0,9.0,2,1.0
판타지,아이 엠 넘버 포 6,피타커스 로어 저/이수영 역                                                                          ,11520.0,8.0,5,0.0
판타지,갓 오브 블랙필드 외전 세트,설화객잔-무장 저                                                                          ,29700.0,8.3,11,0.0
판타지,갓 오브 블랙필드 14,설화객잔-무장 저                                                                          ,7200.0,8.8,5,0.0
판타지,달빛 조각사 37,남희성 저                                                                          ,7200.0,9.5,2,1.0
판타지,해골기사님은 지금 이세계 모험 중 5,하카리 엔키 저 / KeG 그림 / 이상호 역                                                                          ,9000.0,8.4,5,0.0
판타지,갓 오브 블랙필드 10,설화객잔-무장 저                                                                          ,7200.0,8.2,34,0.0
판타지,갓 오브 블랙필드 9,설화객잔-무장 저                                                                          ,7200.0,7.6,12,0.0
판타지,갓 오브 블랙필드 5,설화객잔-무장 저                                                                          ,7200.0,10.0,3,1.0
판타지,갓 오브 블랙필드 4,설화객잔-무장 저                                                                          ,7200.0,8.6,3,0.0
판타지,달빛 조각사 44,남희성 저                                                                          ,7200.0,8.0,1,0.0
판타지,이세계는 스마트폰과 함께 21,후유하라 파토라 저/우사츠카 에이지 그림/문기업 역                                                                          ,9000.0,9.4,3,1.0
판타지,네버무어 1,제시카 타운센드 저/박혜원 역                                                                          ,10800.0,9.5,44,1.0
판타지,드래곤 라자 3,이영도 저                                                                          ,13500.0,8.0,1,0.0
판타지,눈물을 마시는 새 4 (완결),이영도 저                                                                          ,13500.0,8.0,3,0.0
판타지,템빨 54,박새날 저                                                                          ,7200.0,6.0,1,0.0
판타지,다가올 날들을 위한 안내서,요아브 블룸 저/강동혁 역                                                                          ,16920.0,10.0,4,1.0
판타지,기억의 제본사,브리짓 콜린스 저/공민희 역                                                                          ,14850.0,9.6,4,1.0
판타지,신비한 마법의 기록,시그네 버그스트롬 저/최지원 역                                                                          ,31500.0,7.0,3,0.0
판타지,기묘한 사람들,랜섬 릭스 저/조동섭 역                                                                          ,12420.0,9.0,4,1.0
판타지,태양의 탑 6,전민희 저                                                                          ,10800.0,9.4,43,1.0
판타지,달빛 조각사 41,남희성 저                                                                          ,7200.0,9.2,17,1.0
판타지,정령왕 엘퀴네스 개정판 3,이환 저                                                                          ,13500.0,8.8,5,0.0
판타지,이것이 법이다 146,자카예프 저                                                                          ,7200.0,8.6,4,0.0
판타지,이것이 법이다 145,자카예프 저                                                                          ,7200.0,8.6,6,0.0
판타지,유리왕좌,사라 제이 마스 저/서나연 역                                                                          ,14220.0,9.0,2,1.0
판타지,월드 오브 워크래프트 : 폭풍전야,"크리스티 골든,블리자드 엔터테인먼트 저/유미지 역                                                                          ",14220.0,4.0,1,0.0
판타지,던전 디펜스 5,유헌화 저 / cocorip 그림                                                                          ,9900.0,8.7,16,0.0
판타지,갓 오브 블랙필드 13,설화객잔-무장 저                                                                          ,7200.0,9.0,7,1.0
판타지,갓 오브 블랙필드 1,설화객잔-무장 저                                                                          ,7200.0,10.0,2,1.0
판타지,이상한 도서관,무라카미 하루키 저/양윤옥 역                                                                          ,12420.0,9.0,5,1.0
판타지,타라 덩컨 2 (하),소피 오두인 마미코니안 저                                                                          ,8100.0,9.5,2,1.0
판타지,흔적을 지워드립니다,마에카와 호마레 저/이수은 역                                                                          ,14220.0,8.0,5,0.0
판타지,어게인 마이 라이프 1~3 세트,이해날 저                                                                          ,67500.0,10.0,1,1.0
판타지,룬의 아이들 - 데모닉 6,전민희 저                                                                          ,13050.0,9.6,36,1.0
판타지,룬의 아이들 - 데모닉 4,전민희 저                                                                          ,13050.0,9.2,16,1.0
판타지,갓 오브 블랙필드 3,설화객잔-무장 저                                                                          ,7200.0,10.0,1,1.0
판타지,데뷔 못 하면 죽는 병 걸림 1부 1,백덕수 저                                                                          ,11250.0,10.0,3,1.0
판타지,모르모트,피피마루 저                                                                          ,12600.0,8.8,5,0.0
판타지,룬의 아이들 - 데모닉 9,전민희 저                                                                          ,13050.0,8.6,6,0.0
판타지,타라 덩컨 11 (하),소피 오두인 마미코니안 저                                                                          ,8100.0,9.3,4,1.0
판타지,"혜수, 해수 1",임정연 저                                                                          ,13500.0,10.0,1,1.0
판타지,로도스도 전기 25주년 기념 개정·신장판 외전 흑의의 기사,미즈노 료 저/조석현 역                                                                          ,13500.0,9.4,68,1.0
판타지,로도스도 전기 25주년 기념 개정·신장판 외전 하이엘프의 숲,미즈노 료 저/문준식 역                                                                          ,13500.0,10.0,1,1.0
판타지,월드 오브 워크래프트 : 증오의 굴레,키스 R. A. 디캔디도 저/유미지 역                                                                          ,13320.0,9.3,33,1.0
판타지,해골기사님은 지금 이세계 모험 중 4,하카리 엔키 저 / KeG 그림 / 이상호 역                                                                          ,9000.0,9.2,11,1.0
판타지,갓 오브 블랙필드 18,설화객잔-무장 저                                                                          ,7200.0,8.0,1,0.0
판타지,갓 오브 블랙필드 17,설화객잔-무장 저                                                                          ,7200.0,8.6,3,0.0
판타지,갓 오브 블랙필드 16,설화객잔-무장 저                                                                          ,7200.0,10.0,1,1.0
판타지,갓 오브 블랙필드 15,설화객잔-무장 저                                                                          ,7200.0,6.0,1,0.0
판타지,갓 오브 블랙필드 11,설화객잔-무장 저                                                                          ,7200.0,7.0,2,0.0
판타지,갓 오브 블랙필드 8,설화객잔-무장 저                                                                          ,7200.0,8.6,4,0.0
판타지,갓 오브 블랙필드 2,설화객잔-무장 저                                                                          ,7200.0,8.9,14,0.0
판타지,예지몽으로 히든랭커 23,이현비 저                                                                          ,7200.0,8.0,2,0.0
판타지,검은 늑대 13,K.석우 저                                                                          ,7200.0,8.0,4,0.0
판타지,오버 더 초이스,이영도 저                                                                          ,14220.0,10.0,1,1.0
판타지,던전 디펜스 1,유헌화 저 / cocorip 그림                                                                          ,9900.0,9.5,19,1.0
판타지,해골기사님은 지금 이세계 모험 중 7,하카리 엔키 저 / KeG 그림 / 이상호 역                                                                          ,9000.0,9.2,11,1.0
판타지,아나하라트 5,김영지 저                                                                          ,10800.0,9.0,31,1.0
판타지,갓 오브 블랙필드 19,설화객잔-무장 저                                                                          ,7200.0,6.8,4,0.0
판타지,갓 오브 블랙필드 7,설화객잔-무장 저                                                                          ,7200.0,9.6,11,1.0
판타지,드래곤 라자 4,이영도 저                                                                          ,13500.0,9.1,4,1.0
판타지,거울로 드나드는 여자 2,크리스텔 다보스 저/이슬아 역                                                                          ,16200.0,8.0,1,0.0
판타지,호접몽전 12,최영진 저                                                                          ,13500.0,9.0,3,1.0
판타지,오버 더 호라이즌,이영도 저                                                                          ,15120.0,9.6,4,1.0
판타지,던전 디펜스 3,유헌화 저 / cocorip 그림                                                                          ,9900.0,10.0,19,1.0
판타지,정령왕 엘퀴네스 개정판 4,이환 저                                                                          ,13500.0,9.6,4,1.0
판타지,천잠비룡포 3,한백림 저                                                                          ,7600.0,8.6,5,0.0
판타지,검은 늑대 4,K.석우 저                                                                          ,7200.0,9.6,25,1.0
판타지,룬의 아이들 - 데모닉 7,전민희 저                                                                          ,13050.0,10.0,3,1.0
판타지,해골기사님은 지금 이세계 모험 중 6,하카리 엔키 저 / KeG 그림 / 이상호 역                                                                          ,9000.0,9.4,33,1.0
판타지,정령왕 엘퀴네스 개정판 11,이환 저                                                                          ,13500.0,8.0,1,0.0
판타지,갓 오브 블랙필드 23,설화객잔-무장 저                                                                          ,7200.0,8.7,3,0.0
판타지,갓 오브 블랙필드 20,설화객잔-무장 저                                                                          ,7200.0,9.4,3,1.0
판타지,갓 오브 블랙필드 6,설화객잔-무장 저                                                                          ,7200.0,8.8,6,0.0
판타지,"나의 도깨비, 홍제",양수련 저                                                                          ,13500.0,9.8,9,1.0
판타지,중증외상센터 : 골든 아워 3,이낙준(한산이가) 저                                                                          ,13500.0,9.3,28,1.0
판타지,네버무어 2,제시카 타운센드 저/박혜원 역                                                                          ,10800.0,8.8,6,0.0
판타지,섀도우 헌터스 6,서현정 역                                                                          ,13500.0,9.4,7,1.0
판타지,끝없는 이야기 1,미하엘 엔데 저/차경아 역                                                                          ,8100.0,6.5,2,0.0
판타지,템빨 53,박새날 저                                                                          ,7200.0,8.0,1,0.0
판타지,해리 포터와 마법사의 돌 : 기숙사 에디션 - 래번클로 2,J.K. 롤링 저/강동혁 역                                                                          ,10800.0,10.0,5,1.0
판타지,와일드카드 2,"조지 R. R. 마틴,루이스 샤이너,빅터 밀란,에드워드 브라이언트,리앤 C. 하퍼,스티븐 리,캐리 본,존 J. 밀러 저/김상훈 역                                                                          ",14400.0,8.3,4,0.0
판타지,업루티드,나오미 노빅 저/오정아 역                                                                          ,14220.0,8.3,8,0.0
판타지,갓 오브 블랙필드 24,설화객잔-무장 저                                                                          ,7200.0,9.0,12,1.0
판타지,갓 오브 블랙필드 22,설화객잔-무장 저                                                                          ,7200.0,9.6,4,1.0
판타지,갓 오브 블랙필드 21,설화객잔-무장 저                                                                          ,7200.0,8.8,5,0.0
판타지,레드 퀸 : 전쟁 폭풍 1,빅토리아 애비야드 저/김은숙 역                                                                          ,14220.0,9.0,2,1.0
판타지,밥만 먹고 레벨업 16,박민규 저                                                                          ,7200.0,9.7,38,1.0
판타지,아나하라트 3,김영지 저                                                                          ,10800.0,7.8,4,0.0
판타지,러브 모노레일,윤여경 저                                                                          ,10800.0,8.9,8,0.0
판타지,다크 타워 2 (하),스티븐 킹 저/장성주 역                                                                          ,10800.0,10.0,1,1.0
판타지,황금나침반 3부,필립 풀먼 저/이창식 역                                                                          ,10800.0,10.0,1,1.0
판타지,검은 늑대 12,K.석우 저                                                                          ,7200.0,9.1,13,1.0
판타지,해리 포터와 마법사의 돌 : 기숙사 에디션 - 후플푸프 1,J.K. 롤링 저/강동혁 역                                                                          ,10800.0,6.0,1,0.0
판타지,테메레르 8,나오미 노빅 저/공보경 역                                                                          ,13320.0,10.0,1,1.0
판타지,황금나침반 2부,필립 풀먼 저/이창식 역                                                                          ,10800.0,10.0,4,1.0
판타지,이탄 15,쥬논 저                                                                          ,7200.0,10.0,1,1.0
판타지,이탄 14,쥬논 저                                                                          ,7200.0,9.4,3,1.0
판타지,밥만 먹고 레벨업 4,박민규 저                                                                          ,7200.0,8.6,13,0.0
판타지,밥만 먹고 레벨업 3,박민규 저                                                                          ,7200.0,9.3,4,1.0
판타지,왕좌의 게임 팝업북,"매슈 라인하트,마이클 J. 코막 공저                                                                          ",52250.0,9.3,12,1.0
판타지,아이 엠 넘버 포 5,피타커스 로어 저/이수영 역                                                                          ,11520.0,9.8,25,1.0
판타지,아나하라트 4,김영지 저                                                                          ,10800.0,10.0,3,1.0
판타지,섀도우 헌터스 1,카산드라 클레어 저                                                                          ,12600.0,10.0,1,1.0
판타지,회귀 경찰의 리셋라이프 15,한길 저                                                                          ,8100.0,10.0,2,1.0
판타지,비정규직 매니저 26,자카예프 저                                                                          ,7200.0,9.3,67,1.0
판타지,해리 포터와 마법사의 돌 : 기숙사 에디션 - 후플푸프 2,J.K. 롤링 저/강동혁 역                                                                          ,10800.0,8.0,1,0.0
판타지,해리 포터와 마법사의 돌 : 기숙사 에디션 - 래번클로 1,J.K. 롤링 저/강동혁 역                                                                          ,10800.0,8.0,1,0.0
판타지,검은 늑대 6,K.석우 저                                                                          ,7200.0,6.0,3,0.0
판타지,회귀자 사용설명서 3,흙수저 저                                                                          ,7200.0,8.1,49,0.0
판타지,해골기사님은 지금 이세계 모험 중 3,하카리 엔키 저 / KeG 그림 / 이상호 역                                                                          ,9000.0,9.1,4,1.0
판타지,스타크래프트 : 플래시포인트,"크리스티 골든,블리자드 엔터테인먼트 저                                                                          ",13320.0,9.5,19,1.0
판타지,도해 크툴루 신화,모리세 료 저                                                                          ,11700.0,4.0,1,0.0
판타지,타라 덩컨 4 (하),소피 오두인 마미코니안 저                                                                          ,8100.0,10.0,1,1.0
판타지,만렙 닥터 리턴즈 11,13월생 저                                                                          ,7200.0,8.0,9,0.0
판타지,레드 퀸 : 전쟁 폭풍 2,빅토리아 애비야드 저/김은숙 역                                                                          ,14220.0,10.0,1,1.0
판타지,이탄 23,쥬논 저                                                                          ,7200.0,10.0,4,1.0
판타지,이탄 22,쥬논 저                                                                          ,7200.0,9.8,34,1.0
판타지,이탄 21,쥬논 저                                                                          ,7200.0,10.0,1,1.0
판타지,이탄 20,쥬논 저                                                                          ,7200.0,8.0,1,0.0
판타지,이탄 19,쥬논 저                                                                          ,7200.0,9.8,9,1.0
판타지,이탄 18,쥬논 저                                                                          ,7200.0,9.0,6,1.0
판타지,"제로 럭키 소녀, 세상을 바꿔줘",나나미 마치 저/고마가타 그림/박지현 역                                                                          ,12600.0,9.0,5,1.0
판타지,이탄 17,쥬논 저                                                                          ,7200.0,7.9,8,0.0
판타지,이탄 16,쥬논 저                                                                          ,7200.0,8.8,8,0.0
판타지,밥만 먹고 레벨업 15,박민규 저                                                                          ,7200.0,7.0,2,0.0
판타지,밥만 먹고 레벨업 5,박민규 저                                                                          ,7200.0,9.1,8,1.0
판타지,히어로즈 저니,스티브 비흘링 저/김지윤 역/김종윤 감수                                                                          ,13500.0,6.0,1,0.0
판타지,던전 디펜스 4,유헌화 저 / cocorip 그림                                                                          ,9000.0,7.5,2,0.0
판타지,섀도우 헌터스 5,"카산드라 클레어 저/오정아,서현정 역                                                                          ",12600.0,10.0,1,1.0
판타지,섀도우 헌터스 4,카산드라 클레어 저/오정아 역                                                                          ,12600.0,10.0,1,1.0
판타지,네 얼굴로 울 수 없어,기미지마 가나타 저/박우주 역                                                                          ,14400.0,9.2,14,1.0
판타지,검은 늑대 7,K.석우 저                                                                          ,7200.0,8.0,1,0.0
판타지,검은 늑대 5,K.석우 저                                                                          ,7200.0,10.0,2,1.0
판타지,검은 늑대 3,K.석우 저                                                                          ,7200.0,10.0,1,1.0
판타지,와일드카드 1,"조지 R. R. 마틴,하워드 월드롭,로저 젤라즈니,월터 존 윌리엄스,멀린다 M. 스노드그래스,마이클 캐서트,데이비드 D. 러빈 저/김상훈 역                                                                          ",14400.0,8.8,5,0.0
판타지,타라 덩컨 10 (하),소피 오두인 마미코니안 저                                                                          ,8100.0,8.6,3,0.0
판타지,이탄 27,쥬논 저                                                                          ,7200.0,8.5,6,0.0
판타지,이탄 26,쥬논 저                                                                          ,7200.0,8.5,2,0.0
판타지,이탄 24,쥬논 저                                                                          ,7200.0,9.3,4,1.0
판타지,이탄 13,쥬논 저                                                                          ,7200.0,8.5,2,0.0
판타지,밥만 먹고 레벨업 14,박민규 저                                                                          ,7200.0,9.2,12,1.0
판타지,밥만 먹고 레벨업 13,박민규 저                                                                          ,7200.0,8.0,1,0.0
판타지,밥만 먹고 레벨업 6,박민규 저                                                                          ,7200.0,9.2,6,1.0
판타지,다크 타워 1,스티븐 킹 저/장성주 역                                                                          ,10800.0,9.0,1,1.0
판타지,신과 함께 레벨업 25,흑아인 저                                                                          ,7200.0,10.0,2,1.0
판타지,중증외상센터 : 골든 아워 5,이낙준(한산이가) 저                                                                          ,13500.0,9.6,10,1.0
판타지,두 번 사는 랭커 11,사도연 저                                                                          ,7200.0,9.1,24,1.0
판타지,네버무어 두 번째 이야기 원더스미스 2,제시카 타운센드 저/박혜원 역                                                                          ,11700.0,10.0,1,1.0
판타지,메롱,미야베 미유키 저/김소연 역                                                                          ,12600.0,9.4,9,1.0
판타지,검은 늑대 11,K.석우 저                                                                          ,7200.0,10.0,3,1.0
판타지,이탄 25,쥬논 저                                                                          ,7200.0,9.0,2,1.0
판타지,정령의 펜던트 18,발렌 저                                                                          ,7200.0,8.6,10,0.0
판타지,소설 속 엑스트라 큐브 편 2,지갑송 저                                                                          ,13500.0,10.0,1,1.0
판타지,밥만 먹고 레벨업 12,박민규 저                                                                          ,7200.0,8.6,3,0.0
판타지,중증외상센터 : 골든 아워 4,이낙준(한산이가) 저                                                                          ,13500.0,9.0,4,1.0
판타지,두 번 사는 랭커 10,사도연 저                                                                          ,7200.0,9.3,4,1.0
판타지,검은 머리 황녀님 1,엘리아냥 저                                                                          ,10800.0,10.0,1,1.0
판타지,디아블로3 : 빛의 폭풍,"네이트 케년,블리자드 엔터테인먼트 저                                                                          ",13320.0,8.8,4,0.0
판타지,드래곤 라자 5,이영도 저                                                                          ,13500.0,8.5,2,0.0
판타지,타라 덩컨 3 (상),소피 오두인 마미코니안 저                                                                          ,8100.0,9.4,3,1.0
판타지,퇴사자라빈스 31,윤서점 저                                                                          ,6300.0,8.8,15,0.0
판타지,네버무어 두 번째 이야기 원더스미스 1,제시카 타운센드 저/박혜원 역                                                                          ,11700.0,7.0,1,0.0
판타지,아나하라트 1,김영지 저                                                                          ,9000.0,7.5,2,0.0
판타지,도해 특수경찰,모리 모토사다 저                                                                          ,11700.0,7.9,14,0.0
판타지,드래곤 라자 8,이영도 저                                                                          ,13500.0,10.0,1,1.0
판타지,드래곤 라자 7,이영도 저                                                                          ,13500.0,8.0,1,0.0
판타지,타라 덩컨 5 (상),소피 오두인 마미코니안 저                                                                          ,8100.0,8.4,12,0.0
판타지,끝없는 이야기 2,미하엘 엔데 저/차경아 역                                                                          ,8100.0,10.0,1,1.0
판타지,회사원도 초능력이 필요해,민제이 저                                                                          ,13050.0,8.0,3,0.0
판타지,갑질하는 영주님 43,장대수 저                                                                          ,7200.0,9.4,13,1.0
판타지,정령의 펜던트 19,발렌 저                                                                          ,7200.0,10.0,2,1.0
판타지,테이밍 마스터 49,박태석 저                                                                          ,7200.0,10.0,2,1.0
판타지,호랑낭자 뎐,이재인 저                                                                          ,14220.0,10.0,3,1.0
판타지,회귀자 사용설명서 2,흙수저 저                                                                          ,7200.0,10.0,8,1.0
판타지,좀비묵시록 82-08 (1),박스오피스 저                                                                          ,7200.0,10.0,3,1.0
판타지,태양의 탑 3,전민희 저                                                                          ,10800.0,8.5,2,0.0
판타지,0레벨 플레이어 9,송치현 저                                                                          ,7200.0,9.0,2,1.0
판타지,0레벨 플레이어 5,송치현 저                                                                          ,7200.0,8.0,1,0.0
판타지,신과 함께 레벨업 23,흑아인 저                                                                          ,7200.0,9.0,2,1.0
판타지,달에서 내려온 전화,글지마 저                                                                          ,13500.0,9.0,28,1.0
판타지,테이밍 마스터 51,박태석 저                                                                          ,7200.0,7.8,5,0.0
