gerne,title,author,price,star,review,star_line
공포/스릴러,음울한 짐승,에도가와 란포 저                                                                          ,6120.0,7.0,21,0.0
공포/스릴러,크로이든발 12시 30분,크로프츠 저 / 맹은빈 역                                                                          ,7920.0,7.6,4,0.0
공포/스릴러,독초콜릿 사건,                        앤소니 버클리 콕스 저 / 손정원 역                                                                          ,6120.0,8.1,22,0.0
공포/스릴러,기나긴 이별,레이먼드 챈들러 저/이경식 역                                                                          ,7920.0,8.5,2,0.0
공포/스릴러,비로드의 손톱,                        얼 스탠리 가드너 저 / 박순녀 역                                                                          ,6120.0,9.2,10,1.0
공포/스릴러,백모살인사건,                        리처드 헐 저 / 백길선 역                                                                          ,6120.0,8.5,25,0.0
공포/스릴러,작은 독약병,                        샤럿 암스트롱 저 / 문호 역                                                                          ,6120.0,7.6,17,0.0
공포/스릴러,로마 모자의 비밀,엘러리 퀸 저                                                                          ,7920.0,8.4,67,0.0
공포/스릴러,검찰측 증인,애거사 크리스티 저                                                                          ,8820.0,7.8,11,0.0
공포/스릴러,네덜란드 구두의 비밀,엘러리 퀸 저                                                                          ,7020.0,7.8,27,0.0
공포/스릴러,지푸라기 여자,                        까뜨리느 아를레이 저 / 이가림 역                                                                          ,7920.0,8.8,31,0.0
공포/스릴러,예고살인,애거사 크리스티 저                                                                          ,6120.0,8.8,4,0.0
공포/스릴러,요리장이 너무 많다,                        렉스 스타우트 저 / 김우탁 역                                                                          ,6120.0,7.0,11,0.0
공포/스릴러,화형법정,존 딕슨 카 저                                                                          ,6120.0,8.8,26,0.0
공포/스릴러,애크로이드살인사건,애거사 크리스티 저                                                                          ,6120.0,8.8,6,0.0
공포/스릴러,아르센 뤼팽의 대모험,"                        모리스 르블랑,에드가 젭슨 공저 / 서민수 역 / 박광규 해설                                                                          ",5310.0,6.6,3,0.0
공포/스릴러,아르센 뤼팽 대 헐록 숌즈,모리스 르블랑 저/김남주 역                                                                          ,7200.0,8.1,14,0.0
공포/스릴러,죽음과 즐거운 여자,엘리스 피터스 저                                                                          ,4500.0,8.0,7,0.0
공포/스릴러,한푼도 더도말고 덜도말고,                        제프리 아처 저 / 강호걸 역                                                                          ,4500.0,9.4,3,1.0
공포/스릴러,비밀 92+베타,김성종 저                                                                          ,15000.0,8.7,20,0.0
공포/스릴러,스퀴즈 플레이,폴 오스터 저                                                                          ,11520.0,8.8,24,0.0
공포/스릴러,프랑크푸르트행 승객,애거사 크리스티 저                                                                          ,5400.0,8.7,6,0.0
공포/스릴러,쿰란 2,엘리에트 아베카시스 저                                                                          ,7200.0,8.6,12,0.0
공포/스릴러,반지의 비밀,엘리스 피터스 저                                                                          ,10800.0,8.5,2,0.0
공포/스릴러,고행의 순례자,엘리스 피터스 저                                                                          ,9000.0,7.8,6,0.0
공포/스릴러,귀신들린 아이,엘리스 피터스 저/김훈 역                                                                          ,9000.0,6.0,2,0.0
공포/스릴러,인스티튜트 1,스티븐 킹 저/이은선 역                                                                          ,13500.0,8.6,10,0.0
공포/스릴러,광인들,김중의 저                                                                          ,10800.0,9.0,4,1.0
공포/스릴러,살육 2,김백 저                                                                          ,11250.0,8.7,7,0.0
공포/스릴러,살육 1,김백 저                                                                          ,11250.0,7.0,2,0.0
공포/스릴러,주말여행,김미리 저/이지연 그림                                                                          ,12150.0,7.9,17,0.0
공포/스릴러,걸프렌드,미셸 프란시스 저/이진 역                                                                          ,13320.0,8.3,20,0.0
공포/스릴러,시리얼 핫티,켈리 오람 저/차윤재 역                                                                          ,12600.0,8.0,2,0.0
공포/스릴러,얼굴이 사라진 밤,루이즈 젠슨 저/정영은 역                                                                          ,13320.0,8.3,4,0.0
공포/스릴러,와일딩 홀,엘리자베스 핸드 저/이경아 역                                                                          ,11520.0,7.5,2,0.0
공포/스릴러,세컨드 라이프,베르나르 무라드 저/박명숙 역                                                                          ,13050.0,8.8,5,0.0
공포/스릴러,아웃사이더 2,스티븐 킹 저/이은선 역                                                                          ,12420.0,8.5,16,0.0
공포/스릴러,"록커, 흡혈귀, 슈퍼맨 그리고 좀비","차삼동,김성준,손장훈,서번연,유권조,조성희 저                                                                          ",12420.0,9.0,4,1.0
공포/스릴러,베라 켈리는 누구인가?,로잘리 크넥트 저/한지원 역                                                                          ,12600.0,7.5,4,0.0
공포/스릴러,마녀의 방,유동민 저                                                                          ,14400.0,5.0,1,0.0
공포/스릴러,더 클럽,타키스 뷔르거 저/유영미 역                                                                          ,12150.0,8.6,13,0.0
공포/스릴러,기묘한 이야기,송준의 저                                                                          ,4500.0,10.0,1,1.0
공포/스릴러,이제 나를 알게 될 거야,메건 애벗 저/고정아 역                                                                          ,12600.0,8.1,11,0.0
공포/스릴러,소녀를 조심해,테레사 토튼 저/이은선 역                                                                          ,12150.0,6.0,1,0.0
공포/스릴러,더 파더 2,"스테판 툰베리,안데슈 루슬룬드 저/이승재 역                                                                          ",13320.0,8.0,1,0.0
공포/스릴러,더 파더 1,"안데슈 루슬룬드,스테판 툰베리 저/이승재 역                                                                          ",13320.0,10.0,1,1.0
공포/스릴러,지하실의 멜로디,김한강 저                                                                          ,13110.0,8.6,7,0.0
공포/스릴러,자살로 위장해 드립니다,최진환 저                                                                          ,13110.0,9.0,1,1.0
공포/스릴러,셜록 홈즈의 귀환 1집 : The Return of Sherlock Holmes (영어 원서),아서 코난 도일 저                                                                          ,11100.0,8.0,1,0.0
공포/스릴러,레오나 : 목적은 수단을 정당화한다,제니 롱느뷔 저/박여명 역                                                                          ,14220.0,8.1,8,0.0
공포/스릴러,외동딸,안나 스노에크스트라 저/서지희 역                                                                          ,12420.0,6.0,3,0.0
공포/스릴러,우먼 인 캐빈 10,루스 웨어 저/유혜인 역                                                                          ,12420.0,9.5,2,1.0
공포/스릴러,페닉스,디온 메이어 저/서효령 역                                                                          ,14400.0,8.5,2,0.0
공포/스릴러,시간 망명자,김주영 저                                                                          ,11700.0,7.6,5,0.0
공포/스릴러,안데르센 교수의 밤 ,다그 솔스타 저/민은영 역                                                                          ,11520.0,8.0,1,0.0
공포/스릴러,악마의 산,디온 메이어 저                                                                          ,14400.0,8.0,1,0.0
공포/스릴러,13시간,디온 메이어 저                                                                          ,14400.0,9.0,1,1.0
공포/스릴러,새벽의 흔적,다비드 카라 저/전미연 역                                                                          ,12420.0,7.0,6,0.0
공포/스릴러,애프터 안나,알렉스 레이크 저/문세원 역                                                                          ,13320.0,10.0,1,1.0
공포/스릴러,언더 그라운드,S. L. 그레이 저 / 배지은 역                                                                          ,13320.0,7.2,5,0.0
공포/스릴러,통 : 비밀 1,오영석 저                                                                          ,13320.0,8.0,3,0.0
공포/스릴러,밤의 대통령 3부 1,이원호 저                                                                          ,12350.0,7.0,1,0.0
공포/스릴러,영웅기 3,이원호 저                                                                          ,13500.0,8.1,7,0.0
공포/스릴러,영웅기 2,이원호 저                                                                          ,13500.0,8.3,6,0.0
공포/스릴러,영웅기 1,이원호 저                                                                          ,13500.0,6.0,1,0.0
공포/스릴러,치정,현은미 저                                                                          ,11700.0,8.0,1,0.0
공포/스릴러,D클럽과 여왕의 여름,박에스더 저                                                                          ,11700.0,10.0,2,1.0
공포/스릴러,살인자의 딸,잉에 뢰니히 저 / 서유리 역                                                                          ,13500.0,7.8,12,0.0
공포/스릴러,러시아 유령 군함 사건,시마다 소지 저                                                                          ,10800.0,10.0,1,1.0
공포/스릴러,블랙랜드,벨린다 바우어 저 / 강미경 역                                                                          ,11700.0,7.0,4,0.0
공포/스릴러,노블 칠드런의 애정,아야사키 슌 저                                                                          ,8100.0,9.0,3,1.0
공포/스릴러,촉매살인,한스 올라브 랄룸 저/손화수 역                                                                          ,12420.0,8.0,2,0.0
공포/스릴러,헬로 해커 ,박기남 저                                                                          ,16200.0,6.7,3,0.0
공포/스릴러,노블 칠드런의 단죄,아야사키 슌 저                                                                          ,8550.0,5.1,4,0.0
공포/스릴러,천계살의,나카마치 신 저                                                                          ,11700.0,6.8,7,0.0
공포/스릴러,판타지 중국괴담,이언호 편역                                                                          ,11700.0,6.6,4,0.0
공포/스릴러,거미줄,이진선 저                                                                          ,10800.0,9.0,1,1.0
공포/스릴러,대낮의 사각 2,다카기 아키미쓰 저/김선영 역                                                                          ,11250.0,10.0,1,1.0
공포/스릴러,나에게 잡히지 말아라,이승욱 저                                                                          ,10350.0,6.8,4,0.0
공포/스릴러,존재하나 존재하지 않는 소실형,가지오 신지 저/안소현 역                                                                          ,10800.0,7.2,6,0.0
공포/스릴러,초련혜성,아야사키 슌 저                                                                          ,8100.0,6.6,4,0.0
공포/스릴러,솔로몬의 카펫 ,바바라 바인 저/박찬원 역                                                                          ,14400.0,6.8,4,0.0
공포/스릴러,난 두렵지 않아,윤병언 역                                                                          ,11700.0,6.0,3,0.0
공포/스릴러,춤추는 집 1,정석화 저                                                                          ,11700.0,7.5,2,0.0
공포/스릴러,카오스 3,야설록 저                                                                          ,10800.0,7.7,3,0.0
공포/스릴러,카오스 2,야설록 저                                                                          ,10800.0,7.4,5,0.0
공포/스릴러,천사학 2,대니얼 트루소니 저/남명성 역                                                                          ,10800.0,7.0,2,0.0
공포/스릴러,천사학 1,대니얼 트루소니 저/남명성 역                                                                          ,10800.0,6.7,6,0.0
공포/스릴러,하품은 맛있다,강지영 저                                                                          ,11700.0,8.0,1,0.0
공포/스릴러,죽음의 한가운데,로렌스 블록 저/박산호 역                                                                          ,8550.0,8.4,11,0.0
공포/스릴러,리뎀션,"안데슈 루슬룬드,버리에 헬스트럼 저/이승재 역                                                                          ",12870.0,8.0,1,0.0
공포/스릴러,감기,김성수 원저                                                                          ,10620.0,7.0,6,0.0
공포/스릴러,모베상,최종태 저                                                                          ,12600.0,6.9,8,0.0
공포/스릴러,룰스 오브 비트레이얼,크리스토퍼 라이히 저 / 이정윤 역                                                                          ,14220.0,8.0,1,0.0
공포/스릴러,야수 3,유호 저                                                                          ,11700.0,8.5,4,0.0
공포/스릴러,야수 1,유호 저                                                                          ,11700.0,7.4,6,0.0
공포/스릴러,그레이맨,양윤옥 역                                                                          ,12420.0,7.0,1,0.0
공포/스릴러,왕 게임,카나자와 노부아키 저 / 천선필 역                                                                          ,8820.0,7.5,2,0.0
공포/스릴러,매니지먼트 2,권남기 저                                                                          ,11700.0,8.0,1,0.0
공포/스릴러,매니지먼트 1,권남기 저                                                                          ,11700.0,8.8,5,0.0
공포/스릴러,미세레레 2,장 크리스토프 그랑제 저/이세욱 역                                                                          ,11700.0,6.7,3,0.0
공포/스릴러,미세레레 1,장 크리스토프 그랑제 저/이세욱 역                                                                          ,11700.0,8.5,8,0.0
공포/스릴러,아담의 향기,장 크리스토프 뤼팽 저 / 이원희 역                                                                          ,12420.0,7.3,3,0.0
공포/스릴러,종말 문학 걸작선 1,"스티븐 킹,조지 R. R. 마틴 저                                                                          ",11700.0,7.1,8,0.0
공포/스릴러,싱크홀,이재익 저                                                                          ,10800.0,6.7,30,0.0
공포/스릴러,걸레,임인스 저                                                                          ,10080.0,7.8,6,0.0
공포/스릴러,언노운,디디에 반 코뵐라르트 저                                                                          ,9000.0,6.8,4,0.0
공포/스릴러,언더 더 돔 1,스티븐 킹 저/장성주 역                                                                          ,11700.0,7.1,6,0.0
공포/스릴러,압구정 소년들,이재익 저                                                                          ,10620.0,7.9,6,0.0
공포/스릴러,와인 창고 살인 사건,알프레드 코마렉 저 / 진일상 역                                                                          ,9900.0,7.7,7,0.0
공포/스릴러,피터팬신드롬,오재현 저                                                                          ,8100.0,9.4,128,1.0
공포/스릴러,월식도의 마물,다나카 요시키 저/김윤수 역                                                                          ,8550.0,10.0,1,1.0
공포/스릴러,연쇄살인범 클럽 2,김민수 저                                                                          ,9000.0,10.0,1,1.0
공포/스릴러,섬 그리고 좀비,백상준 등저                                                                          ,8100.0,9.4,199,1.0
공포/스릴러,김유신의 머리일까?,차무진 저                                                                          ,11700.0,8.6,109,0.0
공포/스릴러,호수 살인자,로베르트 반 훌릭 저 / 구세희 역                                                                          ,9000.0,8.6,105,0.0
공포/스릴러,기누가와,단이리 저                                                                          ,12600.0,8.9,26,0.0
공포/스릴러,인질 카논,미야베 미유키 저                                                                          ,9000.0,7.0,1,0.0
공포/스릴러,흔적,퍼트리샤 콘웰 저/홍성영 역                                                                          ,11700.0,8.5,2,0.0
공포/스릴러,웬디고,앨저넌 블랙우드 저 / 이지선 역                                                                          ,5850.0,9.4,65,1.0
공포/스릴러,지노귀 2,장준우 저                                                                          ,8550.0,9.5,18,1.0
공포/스릴러,살인증후군 (상),누쿠이 도쿠로 저/노재명 역                                                                          ,10800.0,8.8,54,0.0
공포/스릴러,듀마 키 1,스티븐 킹 저/조영학 역                                                                          ,10800.0,8.9,65,0.0
공포/스릴러,스탠드 1,스티븐 킹 저                                                                          ,10800.0,9.5,19,1.0
공포/스릴러,스탠드 2,스티븐 킹 저                                                                          ,10800.0,9.1,20,1.0
공포/스릴러,미싱,혼다 다카요시 저/이수미 역                                                                          ,8550.0,8.5,16,0.0
공포/스릴러,비잔틴 살인사건,줄리아 크리스테바 저                                                                          ,8820.0,9.0,1,1.0
공포/스릴러,코페르니쿠스 신드롬,앙리 뢰벤브뤽 저/권지현 역                                                                          ,11700.0,8.8,38,0.0
공포/스릴러,살인의 창세기 세트,김수진 역                                                                          ,19800.0,9.6,5,1.0
공포/스릴러,무죄추정 1,스콧 터로 저 / 한정아 역                                                                          ,10800.0,7.5,2,0.0
공포/스릴러,데이워치 하,세르게이 루키야넨코 저                                                                          ,9000.0,8.8,21,0.0
공포/스릴러,데이워치 상,세르게이 루키야넨코 저                                                                          ,9000.0,9.0,1,1.0
공포/스릴러,격리병동 2,유소영 역                                                                          ,7650.0,8.7,107,0.0
공포/스릴러,격리병동 1,유소영 역                                                                          ,7650.0,9.8,4,1.0
공포/스릴러,한국 공포 문학 단편선 1,이종호 등저                                                                          ,11700.0,9.6,6,1.0
공포/스릴러,사고루기담,아사다 지로 저/양억관 역                                                                          ,9900.0,8.2,112,0.0
공포/스릴러,아켈다마 2,김명섭 저                                                                          ,7200.0,9.0,27,1.0
공포/스릴러,아켈다마 1,김명섭 저                                                                          ,8100.0,9.2,81,1.0
공포/스릴러,맥시멈 라이드 제1탄,제임스 패터슨 저                                                                          ,7650.0,9.0,5,1.0
공포/스릴러,미켈란젤로 노트 2,폴 크리스토퍼 저                                                                          ,7650.0,8.9,40,0.0
공포/스릴러,미켈란젤로 노트 1,폴 크리스토퍼 저                                                                          ,7650.0,8.3,19,0.0
공포/스릴러,나이트 워치 (하),세르게이 루키야넨코 저                                                                          ,10800.0,10.0,1,1.0
공포/스릴러,나이트 워치 (상),세르게이 루키야넨코 저                                                                          ,10800.0,9.3,30,1.0
공포/스릴러,유언장,존 그리샴 저                                                                          ,12600.0,9.1,21,1.0
공포/스릴러,암살 주식회사,잭 런던 저/김이선 역                                                                          ,9900.0,8.7,132,0.0
공포/스릴러,러브크래프트 코드 세트,H.P. 러브크래프트 저                                                                          ,39600.0,10.0,1,1.0
공포/스릴러,몸,김종일 저                                                                          ,9900.0,9.5,2,1.0
공포/스릴러,세계 호러 걸작선 2,정진영 역                                                                          ,9000.0,8.7,99,0.0
공포/스릴러,경찰 혐오자,에드 맥베인 저                                                                          ,8100.0,9.2,7,1.0
공포/스릴러,도시괴담,                        도시괴담연구회 편                                                                          ,7020.0,8.4,18,0.0
공포/스릴러,마지막으로 죽음이 오다,애거사 크리스티 저                                                                          ,6120.0,9.0,9,1.0
공포/스릴러,대통령,이수광 저                                                                          ,8100.0,8.9,18,0.0
공포/스릴러,사라진 배심원,존 그리샴 저                                                                          ,10800.0,8.6,20,0.0
공포/스릴러,찰리 챈 커튼 뒤의 비밀,                        얼 데어 비거스 저 / 김문유 역 / 정태원 해설                                                                          ,6210.0,8.9,81,0.0
공포/스릴러,13의 비밀,                        조르즈 시므농 저 / 이가형 역                                                                          ,7200.0,9.0,15,1.0
공포/스릴러,"금요일, 랍비는 늦잠을 잤다",                        해리 케멜먼 저 / 문영호 역                                                                          ,6120.0,8.7,19,0.0
공포/스릴러,거대한 잠,레이먼드 챈들러 저                                                                          ,6120.0,8.2,13,0.0
공포/스릴러,마약 수사원 빅토르,양진성 역                                                                          ,7200.0,8.9,28,0.0
공포/스릴러,칼리오스트로 백작 부인의 복수,양진성 역                                                                          ,7200.0,9.6,5,1.0
공포/스릴러,꼬리 아홉 고양이,엘러리 퀸 저                                                                          ,7020.0,9.2,5,1.0
공포/스릴러,인간사냥,                        리처드 스타크 저 / 양병탁 역                                                                          ,6120.0,9.4,6,1.0
공포/스릴러,아르센 뤼팽 전집,                        모리스 르블랑                                                                          ,7200.0,8.4,24,0.0
공포/스릴러,10일간의 불가사의,엘러리 퀸 저                                                                          ,7020.0,8.0,18,0.0
공포/스릴러,기묘한 신부,                        얼 스탠리 가드너 저 / 장백일 역                                                                          ,6120.0,9.3,33,1.0
공포/스릴러,셜록 홈즈 사건집,                        아더 코난 도일 / 조용만 조민영 공역                                                                          ,7020.0,8.0,5,0.0
공포/스릴러,프렌치 경감 최대사건,김민영 역                                                                          ,6120.0,9.2,32,1.0
공포/스릴러,셜록 홈즈 마지막 인사,                        아더 코난 도일 저 / 조용만ㆍ조민영 공역                                                                          ,6120.0,8.9,170,0.0
공포/스릴러,어느 스파이의 묘비명,                        에릭 앰블러 저 / 맹은빈 역                                                                          ,6120.0,7.0,1,0.0
공포/스릴러,바리바,                        모리스 르블랑 저 / 정은주 역                                                                          ,7200.0,9.0,2,1.0
공포/스릴러,황제의 코담뱃갑,존 딕슨 카 저                                                                          ,7020.0,8.7,7,0.0
공포/스릴러,악마같은 여자,"                        삐에르 부알로, 또마 나르스잭 공저 / 양원달 역                                                                          ",7920.0,8.9,11,0.0
공포/스릴러,Z의 비극,엘러리 퀸 저                                                                          ,6210.0,8.9,26,0.0
공포/스릴러,비밀의 저택,                        모리스 르블랑 저 / 이주영 역                                                                          ,7200.0,8.3,4,0.0
공포/스릴러,바르네트 탐정 사무소,모리스 르블랑 저 / 정은주 역                                                                          ,6300.0,10.0,1,1.0
공포/스릴러,펠리데,                        아키프 피린치 저 / 이지영 역                                                                          ,8100.0,8.8,24,0.0
공포/스릴러,초록 눈의 아가씨,양진성 역                                                                          ,8100.0,8.7,18,0.0
공포/스릴러,칼리오스트로 백작 부인,모리스 르블랑 저 / 심지원 역                                                                          ,8100.0,6.0,1,0.0
공포/스릴러,처형 6일전,                        조너슨 라티머 저 / 문영호 역                                                                          ,6120.0,8.0,1,0.0
공포/스릴러,그리스 관의 비밀,엘러리 퀸 저                                                                          ,8820.0,8.0,1,0.0
공포/스릴러,디미트리오스의 관,                        에릭 앰블러 저 / 임영 역                                                                          ,6120.0,6.0,1,0.0
공포/스릴러,제8지옥,                        스탠리 엘린 저 / 김영수 역                                                                          ,7020.0,8.5,28,0.0
공포/스릴러,차이나 오렌지의 비밀,엘러리 퀸 저                                                                          ,6120.0,8.5,18,0.0
공포/스릴러,구석의 노인 사건집,                        에무스카 바로네스 오르치 저 / 이정태 역                                                                          ,6120.0,9.4,26,1.0
공포/스릴러,공포의 보수,H.P. 러브크래프트 저                                                                          ,6120.0,8.0,1,0.0
공포/스릴러,시계 종이 여덟 번 울릴 때,양진성 역                                                                          ,7200.0,8.7,71,0.0
공포/스릴러,호랑이 이빨 (하),                        모리스 르블랑 저 / 심소정 역                                                                          ,6300.0,8.9,11,0.0
공포/스릴러,호랑이 이빨 (상),                        모리스 르블랑 저 / 심소정 역                                                                          ,6300.0,8.7,42,0.0
공포/스릴러,유령 신사,시바타 렌자부로 저                                                                          ,5310.0,8.5,40,0.0
공포/스릴러,모자수집광사건,존 딕슨 카 저                                                                          ,7020.0,8.6,23,0.0
공포/스릴러,13호 독방의 문제,                        잭 푸트렐 저 / 김우탁 역                                                                          ,7920.0,8.6,3,0.0
공포/스릴러,야수는 죽어야 한다,                        니콜라스 블레이크 저 / 현재훈 역                                                                          ,6120.0,8.7,50,0.0
공포/스릴러,죽은 사람은 스키를 타지 않는다,                        패트리시아 모이즈 저 / 진용우 역                                                                          ,7020.0,9.5,2,1.0
공포/스릴러,위철리 여자,                        로스 맥도널드 저 / 김수연 역                                                                          ,7020.0,8.6,9,0.0
공포/스릴러,셜록 홈즈의 회상,                        아더 코난 도일 저 / 조용만 조민영 공역                                                                          ,6120.0,9.0,4,1.0
공포/스릴러,추운 나라에서 돌아온 스파이,                        존 르 칼레 저 / 임영 역                                                                          ,6120.0,8.3,11,0.0
공포/스릴러,죽음의 키스,아이라 레빈 저                                                                          ,7020.0,8.5,21,0.0
공포/스릴러,빨강머리 레드메인즈,이든 필포츠 저 / 오정환 역                                                                          ,7920.0,9.3,30,1.0
공포/스릴러,심야 플러스 1,김민영 역                                                                          ,7020.0,7.8,5,0.0
공포/스릴러,흥분,딕 프랜시스 저                                                                          ,6120.0,9.0,9,1.0
공포/스릴러,주홍색 연구,                        아더 코난 도일 저 / 김병걸 역                                                                          ,6120.0,9.4,3,1.0
공포/스릴러,검은 탑,P. D. 제임스 저                                                                          ,7920.0,7.0,1,0.0
공포/스릴러,환상의 여자,코넬 울리치 저                                                                          ,7020.0,3.0,2,0.0
공포/스릴러,셜록 홈즈의 모험,"                        아더 코난 도일 저 / 조용만, 조민영 역                                                                          ",7920.0,8.0,2,0.0
공포/스릴러,오페라의 유령,가스통 르루 저/홍종락 역                                                                          ,5310.0,7.6,5,0.0
공포/스릴러,찰리 챈 중국 앵무새,                        얼 데어 비거스 저 / 한동훈 역 / 정태원 해설                                                                          ,6210.0,8.3,12,0.0
공포/스릴러,서른 개의 관,양진성 역                                                                          ,9000.0,8.3,31,0.0
공포/스릴러,황금 삼각형,모리스 르블랑 저 / 송덕호 역                                                                          ,9000.0,8.5,24,0.0
공포/스릴러,포탄 파편,                        모리스 르블랑 저 / 연숙진 역                                                                          ,7200.0,10.0,2,1.0
공포/스릴러,아서 코난 도일 미스터리 걸작선,아서 코난 도일 저                                                                          ,4410.0,9.0,2,1.0
공포/스릴러,아르센 뤼팽 수정마개,                        모리스 르블랑 저 / 박태선 역 / 박광규 해설                                                                          ,5310.0,8.6,22,0.0
공포/스릴러,셜록 홈즈 전집 8,아서 코난 도일 저/정태원 역                                                                          ,9000.0,9.2,7,1.0
공포/스릴러,어느 샐러리맨의 유혹,                        헨리 슬레서 저 / 최운권 역                                                                          ,4500.0,8.7,10,0.0
공포/스릴러,지푸라기 여자,                        카트린 아를레이 저 / 송흥빈 역                                                                          ,4500.0,8.4,25,0.0
공포/스릴러,비밀 93+감마,김성종 저                                                                          ,14250.0,8.7,18,0.0
공포/스릴러,한국인 2,고원정 저                                                                          ,6750.0,7.6,13,0.0
공포/스릴러,한국인 1,고원정 저                                                                          ,6750.0,9.1,43,1.0
공포/스릴러,미켈란젤로의 복수,필리프 반덴베르크 저                                                                          ,7200.0,9.0,28,1.0
공포/스릴러,장미나무 아래의 죽음,엘리스 피터스 저                                                                          ,9000.0,8.7,36,0.0
공포/스릴러,어둠 속의 갈가마귀,엘리스 피터스 저                                                                          ,10800.0,8.7,6,0.0
공포/스릴러,빅포,애거사 크리스티 저                                                                          ,5400.0,8.5,18,0.0
공포/스릴러,죽은자의 몸값,엘리스 피터스 저                                                                          ,9000.0,9.0,2,1.0
공포/스릴러,죽은자의 거울,애거사 크리스티 저                                                                          ,5400.0,8.0,2,0.0
공포/스릴러,한국 국민에게 고함 1,김성종 저                                                                          ,7200.0,8.8,8,0.0
공포/스릴러,화염소녀,김미리 저/이지연 그림                                                                          ,12420.0,7.6,11,0.0
공포/스릴러,인도 도시 괴담 (큰글자책),강민구 저                                                                          ,26000.0,8.8,11,0.0
공포/스릴러,일본 도시 괴담 2 (큰글자책),김성욱 편                                                                          ,34000.0,8.7,23,0.0
공포/스릴러,일본 도시 괴담 1 (큰글자책),김성욱 편                                                                          ,34000.0,8.8,13,0.0
공포/스릴러,적월 ,강성모 저                                                                          ,11500.0,8.4,12,0.0
공포/스릴러,新 전래특급 (큰글자책),박해로 저                                                                          ,26000.0,8.5,6,0.0
공포/스릴러,"트로피컬 나이트 + 칵테일, 러브, 좀비",조예은 저                                                                          ,22500.0,8.0,1,0.0
공포/스릴러,소녀무녀 봄 : 청동방울편 (큰글자책),레이먼드 조 저/김준호 그림                                                                          ,36000.0,8.6,53,0.0
공포/스릴러,아컴호러소설 3종 세트,"아리 마멜,조시 레이놀즈,S A 시도르 저/홍지로 역                                                                          ",48600.0,8.0,7,0.0
공포/스릴러,"칵테일, 러브, 좀비 (리커버)",조예은 저                                                                          ,9000.0,8.6,13,0.0
공포/스릴러,명상 살인 1~3 세트,"카르스텐 두세 저/박제헌,전은경 역                                                                          ",42660.0,8.0,10,0.0
공포/스릴러,다니엘 콜 살인사건 4권 세트,"다니엘 콜 저/유혜인,김효정 역                                                                          ",55350.0,8.4,49,0.0
공포/스릴러,다니엘 콜 살인사건 3권 세트,다니엘 콜 저 / 유혜인 역                                                                          ,41400.0,7.4,5,0.0
공포/스릴러,사마귀였다,로파이 저                                                                          ,10400.0,8.8,10,0.0
공포/스릴러,"밤의 새가 말하다 1,2 세트",로버트 매캐먼 저/배지은 역                                                                          ,27000.0,9.1,24,1.0
공포/스릴러,한밤중에 나 홀로 (큰글자책),전건우 저                                                                          ,30000.0,8.9,8,0.0
공포/스릴러,돼지꿈 살인,양희찬 저                                                                          ,9500.0,6.0,1,0.0
공포/스릴러,괴이한 미스터리 : 범죄 편 (큰글씨책),"엄길윤,황세연,전건우,조동신,한이 저                                                                          ",27000.0,7.9,42,0.0
공포/스릴러,괴이한 미스터리 : 괴담 편 (큰글씨책),"전혜진,김재희,윤자영,김영민,문화류씨 저                                                                          ",28000.0,7.0,1,0.0
공포/스릴러,괴이한 미스터리 : 초자연 편 (큰글씨책),"허설,반대인,사마란,김선민,홍성호 저                                                                          ",27000.0,9.0,5,1.0
공포/스릴러,괴이한 미스터리 : 저주 편 (큰글씨책),"정세호,배명은,홍지운,김유철,한새마 저                                                                          ",26000.0,8.0,3,0.0
공포/스릴러,"귀결사 1,2 세트",전희원 저                                                                          ,27000.0,8.7,50,0.0
공포/스릴러,귀결사 1+2 세트,전희원 저                                                                          ,27000.0,8.4,245,0.0
공포/스릴러,추락 (큰글자책),정명섭 저                                                                           ,23000.0,8.0,31,0.0
공포/스릴러,여의야화(汝矣夜話),김혜로 저                                                                          ,13320.0,8.0,7,0.0
공포/스릴러,머스코카 별장의 시체상자,데버러 버더시 레비슨 저/김희주 역                                                                          ,12600.0,8.4,8,0.0
공포/스릴러,디 아더 피플 (큰글자도서),C. J. 튜더 저/이은선 역                                                                          ,38000.0,8.5,27,0.0
공포/스릴러,환상관리부서,강아진 저                                                                          ,13320.0,8.0,1,0.0
공포/스릴러,괴이한 미스터리 : 저주 편,"정세호,배명은,홍지운,김유철,한새마 저                                                                          ",10800.0,7.8,44,0.0
공포/스릴러,델리아-전생의 약속,칼사비나 저                                                                          ,17600.0,7.7,33,0.0
공포/스릴러,까마귀의 삶,원윤서 저                                                                          ,9000.0,8.0,11,0.0
공포/스릴러,잠자는 미녀들 1,"스티븐 킹,오언 킹 저/이은선,공보경 역                                                                          ",15120.0,7.5,2,0.0
공포/스릴러,ON 온,나이토 료 저/현정수 역                                                                          ,13320.0,8.1,8,0.0
공포/스릴러,파란 불꽃의 형사,최진환 저                                                                          ,13300.0,8.4,47,0.0
공포/스릴러,미국의 괴담,김동황 저                                                                          ,6300.0,8.0,1,0.0
공포/스릴러,아웃사이더 1,스티븐 킹 저/이은선 역                                                                          ,12420.0,8.6,3,0.0
공포/스릴러,달공리,이창수 저                                                                          ,8000.0,8.1,7,0.0
공포/스릴러,마에스트라,L.S. 힐턴 저/이경아 역                                                                          ,14220.0,9.0,11,1.0
